"","species","les","Length","Diet.Class.1","Diet.Class.2","Diet.Class.3","Home.Range","Schooling","Level","Activity","period","depth.group","haul","total","vul","resilience","mean.tmp","min.tmp","max.tmp","range.tmp"
"2113","Echelus myrus",0,"100","P","","","S","S","B","D","2008-12","M","254",3,49,"medium",23.1882652444792,9.99499988555908,33.8499984741211,17.55299949646
"2114","Echelus myrus",0,"100","P","","","S","S","B","D","2008-12","M","30",1,49,"medium",23.1882652444792,9.99499988555908,33.8499984741211,17.55299949646
"2115","Echelus myrus",0,"100","P","","","S","S","B","D","2008-12","M","193",1,49,"medium",23.1882652444792,9.99499988555908,33.8499984741211,17.55299949646
"2116","Echelus myrus",0,"100","P","","","S","S","B","D","2008-12","D","40",1,49,"medium",23.1882652444792,9.99499988555908,33.8499984741211,17.55299949646
"2117","Echelus myrus",0,"100","P","","","S","S","B","D","2008-12","S","38",1,49,"medium",23.1882652444792,9.99499988555908,33.8499984741211,17.55299949646
"2118","Echelus myrus",0,"100","P","","","S","S","B","D","2008-12","D","128",1,49,"medium",23.1882652444792,9.99499988555908,33.8499984741211,17.55299949646
"2119","Echelus myrus",0,"100","P","","","S","S","B","D","2008-12","S","187",1,49,"medium",23.1882652444792,9.99499988555908,33.8499984741211,17.55299949646
"2120","Echelus myrus",0,"100","P","","","S","S","B","D","2008-12","M","216",1,49,"medium",23.1882652444792,9.99499988555908,33.8499984741211,17.55299949646
"2121","Echelus myrus",0,"100","P","","","S","S","B","D","2000","M","36",4,49,"medium",23.1882652444792,9.99499988555908,33.8499984741211,17.55299949646
"2122","Echelus myrus",0,"100","P","","","S","S","B","D","2008-12","S","83",1,49,"medium",23.1882652444792,9.99499988555908,33.8499984741211,17.55299949646
"2123","Echelus myrus",0,"100","P","","","S","S","B","D","2008-12","M","235",1,49,"medium",23.1882652444792,9.99499988555908,33.8499984741211,17.55299949646
"2124","Echelus myrus",0,"100","P","","","S","S","B","D","2008-12","M","64",1,49,"medium",23.1882652444792,9.99499988555908,33.8499984741211,17.55299949646
"2125","Echelus myrus",0,"100","P","","","S","S","B","D","2008-12","D","88",3,49,"medium",23.1882652444792,9.99499988555908,33.8499984741211,17.55299949646
"2126","Echelus myrus",0,"100","P","","","S","S","B","D","2008-12","M","43",1,49,"medium",23.1882652444792,9.99499988555908,33.8499984741211,17.55299949646
"2127","Echelus myrus",0,"100","P","","","S","S","B","D","2008-12","M","2",2,49,"medium",23.1882652444792,9.99499988555908,33.8499984741211,17.55299949646
"2128","Echelus myrus",0,"100","P","","","S","S","B","D","2008-12","D","102",1,49,"medium",23.1882652444792,9.99499988555908,33.8499984741211,17.55299949646
"2129","Echelus myrus",0,"100","P","","","S","S","B","D","2008-12","M","13",1,49,"medium",23.1882652444792,9.99499988555908,33.8499984741211,17.55299949646
"2130","Echelus myrus",0,"100","P","","","S","S","B","D","2008-12","D","89",5,49,"medium",23.1882652444792,9.99499988555908,33.8499984741211,17.55299949646
"2131","Echelus myrus",0,"100","P","","","S","S","B","D","2008-12","D","23",1,49,"medium",23.1882652444792,9.99499988555908,33.8499984741211,17.55299949646
"2132","Echelus myrus",0,"100","P","","","S","S","B","D","2008-12","D","265",1,49,"medium",23.1882652444792,9.99499988555908,33.8499984741211,17.55299949646
"2133","Echelus myrus",0,"100","P","","","S","S","B","D","2008-12","M","211",1,49,"medium",23.1882652444792,9.99499988555908,33.8499984741211,17.55299949646
"2134","Echelus myrus",0,"100","P","","","S","S","B","D","2008-12","M","58",1,49,"medium",23.1882652444792,9.99499988555908,33.8499984741211,17.55299949646
"2135","Echelus myrus",0,"100","P","","","S","S","B","D","2008-12","D","85",2,49,"medium",23.1882652444792,9.99499988555908,33.8499984741211,17.55299949646
"2136","Echelus myrus",0,"100","P","","","S","S","B","D","2008-12","M","194",2,49,"medium",23.1882652444792,9.99499988555908,33.8499984741211,17.55299949646
"2137","Echelus myrus",0,"100","P","","","S","S","B","D","1990-4","D","284",1,49,"medium",23.1882652444792,9.99499988555908,33.8499984741211,17.55299949646
"2138","Echelus myrus",0,"100","P","","","S","S","B","D","2008-12","S","37",1,49,"medium",23.1882652444792,9.99499988555908,33.8499984741211,17.55299949646
"2139","Echelus myrus",0,"100","P","","","S","S","B","D","2008-12","D","156",2,49,"medium",23.1882652444792,9.99499988555908,33.8499984741211,17.55299949646
"2140","Echelus myrus",0,"100","P","","","S","S","B","D","2008-12","D","81",2,49,"medium",23.1882652444792,9.99499988555908,33.8499984741211,17.55299949646
"2141","Echelus myrus",0,"100","P","","","S","S","B","D","2008-12","D","32",1,49,"medium",23.1882652444792,9.99499988555908,33.8499984741211,17.55299949646
"2142","Echelus myrus",0,"100","P","","","S","S","B","D","2008-12","S","191",1,49,"medium",23.1882652444792,9.99499988555908,33.8499984741211,17.55299949646
"2143","Echelus myrus",0,"100","P","","","S","S","B","D","2008-12","S","46",1,49,"medium",23.1882652444792,9.99499988555908,33.8499984741211,17.55299949646
"2144","Echelus myrus",0,"100","P","","","S","S","B","D","2008-12","D","219",1,49,"medium",23.1882652444792,9.99499988555908,33.8499984741211,17.55299949646
"2145","Echeneis naucrates",0,"110","C","P","","W","S","H","B","2008-12","S","178",1,54,"medium",23.4146400218572,9.40999984741211,34.5400009155273,16.9699993133545
"2146","Echeneis naucrates",0,"110","C","P","","W","S","H","B","2008-12","S","5",1,54,"medium",23.4146400218572,9.40999984741211,34.5400009155273,16.9699993133545
"2147","Echeneis naucrates",0,"110","C","P","","W","S","H","B","2008-12","S","162",1,54,"medium",23.4146400218572,9.40999984741211,34.5400009155273,16.9699993133545
"2148","Echeneis naucrates",0,"110","C","P","","W","S","H","B","2008-12","S","228",1,54,"medium",23.4146400218572,9.40999984741211,34.5400009155273,16.9699993133545
"2149","Echeneis naucrates",0,"110","C","P","","W","S","H","B","2008-12","M","2",1,54,"medium",23.4146400218572,9.40999984741211,34.5400009155273,16.9699993133545
"2150","Echeneis naucrates",0,"110","C","P","","W","S","H","B","2008-12","M","205",1,54,"medium",23.4146400218572,9.40999984741211,34.5400009155273,16.9699993133545
"2151","Echeneis naucrates",0,"110","C","P","","W","S","H","B","2008-12","S","100",1,54,"medium",23.4146400218572,9.40999984741211,34.5400009155273,16.9699993133545
"2152","Echeneis naucrates",0,"110","C","P","","W","S","H","B","2008-12","S","230",1,54,"medium",23.4146400218572,9.40999984741211,34.5400009155273,16.9699993133545
"2153","Echeneis naucrates",0,"110","C","P","","W","S","H","B","2008-12","M","104",1,54,"medium",23.4146400218572,9.40999984741211,34.5400009155273,16.9699993133545
"2154","Echeneis naucrates",0,"110","C","P","","W","S","H","B","2008-12","S","22",1,54,"medium",23.4146400218572,9.40999984741211,34.5400009155273,16.9699993133545
"2155","Echeneis naucrates",0,"110","C","P","","W","S","H","B","2008-12","S","174",2,54,"medium",23.4146400218572,9.40999984741211,34.5400009155273,16.9699993133545
"2156","Echeneis naucrates",0,"110","C","P","","W","S","H","B","2008-12","M","266",1,54,"medium",23.4146400218572,9.40999984741211,34.5400009155273,16.9699993133545
"2157","Echeneis naucrates",0,"110","C","P","","W","S","H","B","2008-12","S","71",2,54,"medium",23.4146400218572,9.40999984741211,34.5400009155273,16.9699993133545
"2158","Echeneis naucrates",0,"110","C","P","","W","S","H","B","2008-12","M","1",1,54,"medium",23.4146400218572,9.40999984741211,34.5400009155273,16.9699993133545
"2159","Echeneis naucrates",0,"110","C","P","","W","S","H","B","2008-12","S","258",1,54,"medium",23.4146400218572,9.40999984741211,34.5400009155273,16.9699993133545
"2160","Engraulis encrasicolus",0,"20","Z","","","W","L","L","B","1990-4","M","303",10,24,"medium",20.7759518915238,-1.78999996185303,33.8499984741211,29.4130001068115
"2161","Engraulis encrasicolus",0,"20","Z","","","W","L","L","B","1990-4","S","142",6,24,"medium",20.7759518915238,-1.78999996185303,33.8499984741211,29.4130001068115
"2162","Engraulis encrasicolus",0,"20","Z","","","W","L","L","B","2008-12","D","167",1,24,"medium",20.7759518915238,-1.78999996185303,33.8499984741211,29.4130001068115
"2163","Engraulis encrasicolus",0,"20","Z","","","W","L","L","B","2000","M","54",64,24,"medium",20.7759518915238,-1.78999996185303,33.8499984741211,29.4130001068115
"2164","Engraulis encrasicolus",0,"20","Z","","","W","L","L","B","2000","M","39",32,24,"medium",20.7759518915238,-1.78999996185303,33.8499984741211,29.4130001068115
"2165","Engraulis encrasicolus",0,"20","Z","","","W","L","L","B","2000","M","34",4,24,"medium",20.7759518915238,-1.78999996185303,33.8499984741211,29.4130001068115
"2166","Engraulis encrasicolus",0,"20","Z","","","W","L","L","B","2008-12","M","63",1,24,"medium",20.7759518915238,-1.78999996185303,33.8499984741211,29.4130001068115
"2167","Engraulis encrasicolus",0,"20","Z","","","W","L","L","B","2008-12","S","70",1,24,"medium",20.7759518915238,-1.78999996185303,33.8499984741211,29.4130001068115
"2168","Engraulis encrasicolus",0,"20","Z","","","W","L","L","B","1990-4","M","220",2,24,"medium",20.7759518915238,-1.78999996185303,33.8499984741211,29.4130001068115
"2169","Engraulis encrasicolus",0,"20","Z","","","W","L","L","B","2008-12","M","150",3,24,"medium",20.7759518915238,-1.78999996185303,33.8499984741211,29.4130001068115
"2170","Engraulis encrasicolus",0,"20","Z","","","W","L","L","B","2008-12","S","83",1,24,"medium",20.7759518915238,-1.78999996185303,33.8499984741211,29.4130001068115
"2171","Engraulis encrasicolus",0,"20","Z","","","W","L","L","B","2008-12","D","188",28,24,"medium",20.7759518915238,-1.78999996185303,33.8499984741211,29.4130001068115
"2172","Engraulis encrasicolus",0,"20","Z","","","W","L","L","B","2008-12","D","225",6,24,"medium",20.7759518915238,-1.78999996185303,33.8499984741211,29.4130001068115
"2173","Engraulis encrasicolus",0,"20","Z","","","W","L","L","B","2008-12","M","214",6,24,"medium",20.7759518915238,-1.78999996185303,33.8499984741211,29.4130001068115
"2174","Engraulis encrasicolus",0,"20","Z","","","W","L","L","B","1990-4","M","90",1,24,"medium",20.7759518915238,-1.78999996185303,33.8499984741211,29.4130001068115
"2175","Engraulis encrasicolus",0,"20","Z","","","W","L","L","B","2008-12","D","275",25,24,"medium",20.7759518915238,-1.78999996185303,33.8499984741211,29.4130001068115
"2176","Engraulis encrasicolus",0,"20","Z","","","W","L","L","B","1990-4","M","203",4,24,"medium",20.7759518915238,-1.78999996185303,33.8499984741211,29.4130001068115
"2177","Engraulis encrasicolus",0,"20","Z","","","W","L","L","B","2008-12","M","266",1,24,"medium",20.7759518915238,-1.78999996185303,33.8499984741211,29.4130001068115
"2178","Engraulis encrasicolus",0,"20","Z","","","W","L","L","B","2008-12","M","68",39,24,"medium",20.7759518915238,-1.78999996185303,33.8499984741211,29.4130001068115
"2179","Engraulis encrasicolus",0,"20","Z","","","W","L","L","B","1990-4","M","124",2,24,"medium",20.7759518915238,-1.78999996185303,33.8499984741211,29.4130001068115
"2180","Engraulis encrasicolus",0,"20","Z","","","W","L","L","B","2008-12","M","143",10,24,"medium",20.7759518915238,-1.78999996185303,33.8499984741211,29.4130001068115
"2181","Engraulis encrasicolus",0,"20","Z","","","W","L","L","B","1990-4","M","135",2,24,"medium",20.7759518915238,-1.78999996185303,33.8499984741211,29.4130001068115
"2182","Engraulis encrasicolus",0,"20","Z","","","W","L","L","B","2008-12","M","48",40,24,"medium",20.7759518915238,-1.78999996185303,33.8499984741211,29.4130001068115
"2183","Engraulis encrasicolus",0,"20","Z","","","W","L","L","B","2008-12","M","175",1,24,"medium",20.7759518915238,-1.78999996185303,33.8499984741211,29.4130001068115
"2184","Engraulis encrasicolus",0,"20","Z","","","W","L","L","B","1990-4","M","290",25,24,"medium",20.7759518915238,-1.78999996185303,33.8499984741211,29.4130001068115
"2185","Engraulis encrasicolus",0,"20","Z","","","W","L","L","B","2008-12","M","149",4,24,"medium",20.7759518915238,-1.78999996185303,33.8499984741211,29.4130001068115
"2186","Engraulis encrasicolus",0,"20","Z","","","W","L","L","B","2008-12","S","238",9,24,"medium",20.7759518915238,-1.78999996185303,33.8499984741211,29.4130001068115
"2187","Engraulis encrasicolus",0,"20","Z","","","W","L","L","B","2000","M","70",4,24,"medium",20.7759518915238,-1.78999996185303,33.8499984741211,29.4130001068115
"2188","Engraulis encrasicolus",0,"20","Z","","","W","L","L","B","2008-12","D","289",368,24,"medium",20.7759518915238,-1.78999996185303,33.8499984741211,29.4130001068115
"2189","Engraulis encrasicolus",0,"20","Z","","","W","L","L","B","2008-12","M","161",62,24,"medium",20.7759518915238,-1.78999996185303,33.8499984741211,29.4130001068115
"2190","Engraulis encrasicolus",0,"20","Z","","","W","L","L","B","1990-4","M","65",2,24,"medium",20.7759518915238,-1.78999996185303,33.8499984741211,29.4130001068115
"2191","Engraulis encrasicolus",0,"20","Z","","","W","L","L","B","1990-4","S","286",32,24,"medium",20.7759518915238,-1.78999996185303,33.8499984741211,29.4130001068115
"2192","Engraulis encrasicolus",0,"20","Z","","","W","L","L","B","2008-12","D","268",2,24,"medium",20.7759518915238,-1.78999996185303,33.8499984741211,29.4130001068115
"2193","Engraulis encrasicolus",0,"20","Z","","","W","L","L","B","1990-4","M","71",5,24,"medium",20.7759518915238,-1.78999996185303,33.8499984741211,29.4130001068115
"2194","Engraulis encrasicolus",0,"20","Z","","","W","L","L","B","1990-4","M","297",8,24,"medium",20.7759518915238,-1.78999996185303,33.8499984741211,29.4130001068115
"2195","Engraulis encrasicolus",0,"20","Z","","","W","L","L","B","2008-12","M","157",5,24,"medium",20.7759518915238,-1.78999996185303,33.8499984741211,29.4130001068115
"2196","Engraulis encrasicolus",0,"20","Z","","","W","L","L","B","2008-12","M","273",1,24,"medium",20.7759518915238,-1.78999996185303,33.8499984741211,29.4130001068115
"2197","Engraulis encrasicolus",0,"20","Z","","","W","L","L","B","2008-12","D","185",2,24,"medium",20.7759518915238,-1.78999996185303,33.8499984741211,29.4130001068115
"2198","Engraulis encrasicolus",0,"20","Z","","","W","L","L","B","2008-12","D","32",3,24,"medium",20.7759518915238,-1.78999996185303,33.8499984741211,29.4130001068115
"2199","Engraulis encrasicolus",0,"20","Z","","","W","L","L","B","1990-4","D","287",1,24,"medium",20.7759518915238,-1.78999996185303,33.8499984741211,29.4130001068115
"2200","Engraulis encrasicolus",0,"20","Z","","","W","L","L","B","1990-4","M","61",1,24,"medium",20.7759518915238,-1.78999996185303,33.8499984741211,29.4130001068115
"2201","Engraulis encrasicolus",0,"20","Z","","","W","L","L","B","1990-4","M","133",13,24,"medium",20.7759518915238,-1.78999996185303,33.8499984741211,29.4130001068115
"2202","Engraulis encrasicolus",0,"20","Z","","","W","L","L","B","2008-12","M","264",5,24,"medium",20.7759518915238,-1.78999996185303,33.8499984741211,29.4130001068115
"2203","Engraulis encrasicolus",0,"20","Z","","","W","L","L","B","1990-4","M","129",29,24,"medium",20.7759518915238,-1.78999996185303,33.8499984741211,29.4130001068115
"2204","Engraulis encrasicolus",0,"20","Z","","","W","L","L","B","2008-12","M","95",21,24,"medium",20.7759518915238,-1.78999996185303,33.8499984741211,29.4130001068115
"2205","Engraulis encrasicolus",0,"20","Z","","","W","L","L","B","2008-12","S","37",1,24,"medium",20.7759518915238,-1.78999996185303,33.8499984741211,29.4130001068115
"2206","Engraulis encrasicolus",0,"20","Z","","","W","L","L","B","2008-12","M","180",1,24,"medium",20.7759518915238,-1.78999996185303,33.8499984741211,29.4130001068115
"2207","Engraulis encrasicolus",0,"20","Z","","","W","L","L","B","2008-12","M","67",10,24,"medium",20.7759518915238,-1.78999996185303,33.8499984741211,29.4130001068115
"2208","Engraulis encrasicolus",0,"20","Z","","","W","L","L","B","2008-12","D","123",56,24,"medium",20.7759518915238,-1.78999996185303,33.8499984741211,29.4130001068115
"2209","Engraulis encrasicolus",0,"20","Z","","","W","L","L","B","1990-4","M","173",4,24,"medium",20.7759518915238,-1.78999996185303,33.8499984741211,29.4130001068115
"2210","Engraulis encrasicolus",0,"20","Z","","","W","L","L","B","2008-12","D","91",4,24,"medium",20.7759518915238,-1.78999996185303,33.8499984741211,29.4130001068115
"2211","Engraulis encrasicolus",0,"20","Z","","","W","L","L","B","2008-12","S","151",1,24,"medium",20.7759518915238,-1.78999996185303,33.8499984741211,29.4130001068115
"2212","Engraulis encrasicolus",0,"20","Z","","","W","L","L","B","2008-12","M","72",124,24,"medium",20.7759518915238,-1.78999996185303,33.8499984741211,29.4130001068115
"2213","Engraulis encrasicolus",0,"20","Z","","","W","L","L","B","1990-4","MD","44",3,24,"medium",20.7759518915238,-1.78999996185303,33.8499984741211,29.4130001068115
"2214","Engraulis encrasicolus",0,"20","Z","","","W","L","L","B","2008-12","D","89",4,24,"medium",20.7759518915238,-1.78999996185303,33.8499984741211,29.4130001068115
"2215","Engraulis encrasicolus",0,"20","Z","","","W","L","L","B","2000","M","36",3,24,"medium",20.7759518915238,-1.78999996185303,33.8499984741211,29.4130001068115
"2216","Engraulis encrasicolus",0,"20","Z","","","W","L","L","B","1990-4","D","230",1,24,"medium",20.7759518915238,-1.78999996185303,33.8499984741211,29.4130001068115
"2217","Engraulis encrasicolus",0,"20","Z","","","W","L","L","B","2008-12","M","73",5,24,"medium",20.7759518915238,-1.78999996185303,33.8499984741211,29.4130001068115
