%Date	Daily Average Bottom Temperaure C (deg)-26 m. depth
2010 08 26 00 00 00	30.78
2010 08 27 00 00 00	30.58
2010 08 28 00 00 00	30.59
2010 08 29 00 00 00	30.23
2010 08 30 00 00 00	29.42
2010 08 31 00 00 00	30.32
2010 09 01 00 00 00	30.08
2010 09 02 00 00 00	30.19
2010 09 03 00 00 00	30.11
2010 09 04 00 00 00	30.15
2010 09 05 00 00 00	29.36
2010 09 06 00 00 00	29.94
2010 09 07 00 00 00	29.68
2010 09 08 00 00 00	30.09
2010 09 09 00 00 00	29.08
2010 09 10 00 00 00	29.03
2010 09 11 00 00 00	29.51
2010 09 12 00 00 00	29.90
2010 09 13 00 00 00	29.67
2010 09 14 00 00 00	29.54
2010 09 15 00 00 00	29.07
2010 09 16 00 00 00	28.92
2010 09 17 00 00 00	29.02
2010 09 18 00 00 00	29.39
2010 09 19 00 00 00	29.27
2010 09 20 00 00 00	29.26
2010 09 21 00 00 00	29.29
2010 09 22 00 00 00	29.32
2010 09 23 00 00 00	29.05
2010 09 24 00 00 00	29.15
2010 09 25 00 00 00	28.64
2010 09 26 00 00 00	28.50
2010 09 27 00 00 00	28.27
2010 09 28 00 00 00	28.06
2010 09 29 00 00 00	27.90
2010 09 30 00 00 00	27.39
2010 10 01 00 00 00	25.77
2010 10 02 00 00 00	24.92
2010 10 03 00 00 00	21.36
2010 10 04 00 00 00	21.39
2010 10 05 00 00 00	23.16
2010 10 06 00 00 00	24.84
2010 10 07 00 00 00	25.69
2010 10 08 00 00 00	27.09
2010 10 09 00 00 00	27.43
2010 10 10 00 00 00	27.31
2010 10 11 00 00 00	27.19
2010 10 12 00 00 00	27.20
2010 10 17 00 00 00	24.46
2010 10 18 00 00 00	23.27
2010 10 19 00 00 00	23.83
2010 10 20 00 00 00	23.70
2010 10 21 00 00 00	23.50
2010 10 22 00 00 00	22.52
2010 10 23 00 00 00	22.36
2010 10 24 00 00 00	24.83
2010 10 25 00 00 00	25.96
2010 10 26 00 00 00	26.21
2010 10 27 00 00 00	26.45
2010 10 28 00 00 00	26.31
2010 10 29 00 00 00	26.32
2010 10 30 00 00 00	26.05
2010 10 31 00 00 00	25.84
2010 11 01 00 00 00	26.17
2010 11 02 00 00 00	25.88
2010 11 03 00 00 00	25.59
2010 11 04 00 00 00	25.00
2010 11 05 00 00 00	24.94
2010 11 06 00 00 00	24.82
2010 11 07 00 00 00	25.22
2010 11 08 00 00 00	24.79
2010 11 09 00 00 00	24.88
2010 11 10 00 00 00	24.91
2010 11 11 00 00 00	24.83
2010 11 12 00 00 00	25.03
2010 11 13 00 00 00	25.04
2010 11 14 00 00 00	24.97
2010 11 15 00 00 00	24.57
2010 11 16 00 00 00	24.67
2010 11 17 00 00 00	24.92
2010 11 18 00 00 00	25.01
2010 11 19 00 00 00	24.90
2010 11 20 00 00 00	24.94
2010 11 21 00 00 00	24.88
2010 11 22 00 00 00	24.75
2010 11 23 00 00 00	24.66
2010 11 24 00 00 00	24.68
2010 11 25 00 00 00	24.57
2010 11 26 00 00 00	24.47
2010 11 27 00 00 00	24.13
2010 11 28 00 00 00	23.96
2010 11 29 00 00 00	23.87
2010 11 30 00 00 00	23.94
2010 12 01 00 00 00	23.93
2010 12 02 00 00 00	23.87
2010 12 03 00 00 00	23.76
2010 12 04 00 00 00	23.56
2010 12 05 00 00 00	23.61
2010 12 06 00 00 00	23.51
2010 12 07 00 00 00	23.31
2010 12 08 00 00 00	23.36
2010 12 09 00 00 00	23.06
2010 12 10 00 00 00	23.24
2010 12 11 00 00 00	-1000.00
2010 12 12 00 00 00	-1000.00
2010 12 13 00 00 00	-1000.00
2010 12 14 00 00 00	-1000.00
2010 12 15 00 00 00	-1000.00
2010 12 16 00 00 00	-1000.00
2010 12 17 00 00 00	-1000.00
2010 12 18 00 00 00	-1000.00
2010 12 19 00 00 00	-1000.00
2010 12 20 00 00 00	-1000.00
2010 12 21 00 00 00	-1000.00
2010 12 22 00 00 00	-1000.00
2010 12 23 00 00 00	21.26
2010 12 24 00 00 00	21.26
2010 12 25 00 00 00	21.45
2010 12 26 00 00 00	21.35
2010 12 27 00 00 00	21.15
2010 12 28 00 00 00	21.03
2010 12 29 00 00 00	20.87
2010 12 30 00 00 00	20.72
2010 12 31 00 00 00	20.25
2011 01 01 00 00 00	20.42
2011 01 02 00 00 00	20.54
2011 01 03 00 00 00	20.50
2011 01 04 00 00 00	20.42
2011 01 05 00 00 00	20.22
2011 01 06 00 00 00	20.12
2011 01 07 00 00 00	20.18
2011 01 08 00 00 00	20.11
2011 01 09 00 00 00	19.95
2011 01 10 00 00 00	20.09
2011 01 11 00 00 00	20.25
2011 01 12 00 00 00	20.01
2011 01 13 00 00 00	19.62
2011 01 14 00 00 00	19.56
2011 01 15 00 00 00	19.61
2011 01 16 00 00 00	19.66
2011 01 17 00 00 00	19.33
2011 01 18 00 00 00	19.54
2011 01 19 00 00 00	19.85
2011 01 20 00 00 00	19.61
2011 01 21 00 00 00	19.45
2011 01 22 00 00 00	19.79
2011 01 23 00 00 00	19.25
2011 01 24 00 00 00	19.84
2011 01 25 00 00 00	19.39
2011 01 26 00 00 00	19.34
2011 01 27 00 00 00	19.17
2011 01 28 00 00 00	19.07
2011 01 29 00 00 00	19.18
2011 01 30 00 00 00	19.20
2011 01 31 00 00 00	19.02
2011 02 01 00 00 00	18.73
2011 02 02 00 00 00	18.87
2011 02 03 00 00 00	18.54
2011 02 04 00 00 00	18.33
2011 02 05 00 00 00	18.53
2011 02 06 00 00 00	18.55
2011 02 07 00 00 00	18.56
2011 02 08 00 00 00	18.35
2011 02 09 00 00 00	18.58
2011 02 10 00 00 00	18.64
2011 02 11 00 00 00	18.43
2011 02 12 00 00 00	18.40
2011 02 13 00 00 00	18.60
2011 02 14 00 00 00	18.56
2011 02 15 00 00 00	18.59
2011 02 16 00 00 00	18.45
2011 02 17 00 00 00	18.36
2011 02 18 00 00 00	18.63
2011 02 19 00 00 00	18.57
2011 02 20 00 00 00	18.41
2011 02 21 00 00 00	18.16
2011 02 22 00 00 00	18.10
2011 02 23 00 00 00	18.36
2011 02 24 00 00 00	18.38
2011 02 25 00 00 00	18.60
2011 02 26 00 00 00	18.39
2011 02 27 00 00 00	18.27
2011 02 28 00 00 00	18.29
2011 03 01 00 00 00	18.47
2011 03 02 00 00 00	18.50
2011 03 03 00 00 00	18.43
2011 03 04 00 00 00	18.46
2011 03 05 00 00 00	18.65
2011 03 06 00 00 00	18.65
2011 03 07 00 00 00	18.74
2011 03 08 00 00 00	18.52
2011 03 09 00 00 00	18.27
2011 03 10 00 00 00	17.83
2011 03 11 00 00 00	17.51
2011 03 12 00 00 00	17.35
2011 03 13 00 00 00	17.63
2011 03 14 00 00 00	17.85
2011 03 15 00 00 00	17.70
2011 03 16 00 00 00	17.72
2011 03 17 00 00 00	17.97
2011 03 18 00 00 00	17.84
2011 03 19 00 00 00	17.90
2011 03 20 00 00 00	17.84
2011 03 21 00 00 00	17.84
2011 03 22 00 00 00	17.96
2011 03 23 00 00 00	17.94
2011 03 24 00 00 00	18.13
2011 03 25 00 00 00	18.03
2011 03 26 00 00 00	18.15
2011 03 27 00 00 00	18.16
2011 03 28 00 00 00	18.60
2011 03 29 00 00 00	19.04
2011 03 30 00 00 00	18.32
2011 03 31 00 00 00	18.19
2011 04 01 00 00 00	18.06
2011 04 02 00 00 00	18.03
2011 04 03 00 00 00	18.13
2011 04 04 00 00 00	18.51
2011 04 05 00 00 00	18.54
2011 04 06 00 00 00	18.61
2011 04 07 00 00 00	18.77
2011 04 08 00 00 00	18.83
2011 04 09 00 00 00	19.23
2011 04 10 00 00 00	19.30
2011 04 11 00 00 00	19.60
2011 04 12 00 00 00	19.74
2011 04 13 00 00 00	19.64
2011 04 14 00 00 00	19.58
2011 04 15 00 00 00	19.59
2011 04 16 00 00 00	20.18
2011 04 17 00 00 00	20.48
2011 04 18 00 00 00	19.96
2011 04 19 00 00 00	20.31
2011 04 20 00 00 00	20.59
2011 04 21 00 00 00	20.54
2011 04 22 00 00 00	20.62
2011 04 23 00 00 00	20.46
2011 04 24 00 00 00	19.98
2011 04 25 00 00 00	20.06
2011 04 26 00 00 00	20.03
2011 04 27 00 00 00	19.55
2011 04 28 00 00 00	19.35
2011 04 29 00 00 00	19.28
2011 04 30 00 00 00	19.22
2011 05 01 00 00 00	19.32
2011 05 02 00 00 00	19.30
2011 05 03 00 00 00	19.41
2011 05 04 00 00 00	19.39
2011 05 05 00 00 00	19.36
2011 05 06 00 00 00	18.99
2011 05 07 00 00 00	19.33
2011 05 08 00 00 00	19.99
2011 05 09 00 00 00	20.42
2011 05 10 00 00 00	20.48
2011 05 11 00 00 00	20.71
2011 05 12 00 00 00	21.14
2011 05 13 00 00 00	21.58
2011 05 14 00 00 00	21.93
2011 05 15 00 00 00	21.99
2011 05 16 00 00 00	21.73
2011 05 17 00 00 00	20.86
2011 05 18 00 00 00	21.86
2011 05 19 00 00 00	22.49
2011 05 20 00 00 00	22.55
2011 05 21 00 00 00	22.08
2011 05 22 00 00 00	22.41
2011 05 23 00 00 00	22.24
2011 05 24 00 00 00	22.09
2011 05 25 00 00 00	21.70
2011 05 26 00 00 00	21.28
2011 05 27 00 00 00	20.94
2011 05 28 00 00 00	20.69
2011 05 29 00 00 00	20.23
2011 05 30 00 00 00	20.46
2011 05 31 00 00 00	20.10
2011 06 01 00 00 00	20.25
2011 06 02 00 00 00	20.74
2011 06 03 00 00 00	21.40
2011 06 04 00 00 00	22.41
2011 06 05 00 00 00	22.72
2011 06 06 00 00 00	23.34
2011 06 07 00 00 00	23.79
2011 06 08 00 00 00	23.88
2011 06 09 00 00 00	24.00
2011 06 10 00 00 00	24.41
2011 06 11 00 00 00	24.07
2011 06 12 00 00 00	24.82
2011 06 13 00 00 00	25.25
2011 06 14 00 00 00	25.69
2011 06 15 00 00 00	25.71
2011 06 16 00 00 00	25.00
2011 06 17 00 00 00	25.01
2011 06 18 00 00 00	24.84
2011 06 19 00 00 00	25.04
2011 06 20 00 00 00	25.37
2011 06 21 00 00 00	25.16
2011 06 22 00 00 00	25.31
2011 06 23 00 00 00	25.92
2011 06 24 00 00 00	26.94
2011 06 25 00 00 00	26.10
2011 06 26 00 00 00	26.47
2011 06 27 00 00 00	26.55
2011 06 28 00 00 00	26.72
2011 06 29 00 00 00	27.10
2011 06 30 00 00 00	26.81
2011 07 01 00 00 00	26.82
2011 07 02 00 00 00	26.31
2011 07 03 00 00 00	26.67
2011 07 04 00 00 00	25.50
2011 07 05 00 00 00	26.26
2011 07 06 00 00 00	25.71
2011 07 07 00 00 00	25.58
2011 07 08 00 00 00	26.02
2011 07 09 00 00 00	26.19
2011 07 10 00 00 00	26.45
2011 07 11 00 00 00	26.52
2011 07 12 00 00 00	27.63
2011 07 13 00 00 00	27.25
2011 07 14 00 00 00	27.36
2011 07 15 00 00 00	26.37
2011 07 16 00 00 00	26.90
2011 07 17 00 00 00	27.61
2011 07 18 00 00 00	27.95
2011 07 19 00 00 00	28.92
2011 07 20 00 00 00	28.77
2011 07 21 00 00 00	28.69
2011 07 22 00 00 00	28.74
2011 07 23 00 00 00	29.34
2011 07 24 00 00 00	29.30
2011 07 25 00 00 00	28.56
2011 07 26 00 00 00	28.09
2011 07 27 00 00 00	27.07
2011 07 28 00 00 00	28.38
2011 07 29 00 00 00	28.99
2011 07 30 00 00 00	28.15
2011 07 31 00 00 00	26.98
2011 08 01 00 00 00	27.41
2011 08 02 00 00 00	28.56
2011 08 03 00 00 00	28.92
2011 08 04 00 00 00	29.62
2011 08 05 00 00 00	29.44
2011 08 06 00 00 00	29.06
2011 08 07 00 00 00	29.39
2011 08 08 00 00 00	29.26
2011 08 09 00 00 00	29.99
2011 08 10 00 00 00	29.55
2011 08 11 00 00 00	29.67
2011 08 12 00 00 00	30.11
2011 08 13 00 00 00	30.00
2011 08 14 00 00 00	29.47
2011 08 15 00 00 00	29.65
2011 08 16 00 00 00	29.14
2011 08 17 00 00 00	-1000.00
2011 08 18 00 00 00	29.93
2011 08 19 00 00 00	28.05
2011 08 20 00 00 00	28.33
2011 08 21 00 00 00	28.37
2011 08 22 00 00 00	29.48
2011 08 23 00 00 00	29.32
2011 08 24 00 00 00	28.97
2011 08 25 00 00 00	29.40
2011 08 26 00 00 00	28.53
2011 08 27 00 00 00	27.79
2011 08 28 00 00 00	28.32
2011 08 29 00 00 00	29.33
2011 08 30 00 00 00	28.72
2011 08 31 00 00 00	29.18
2011 09 01 00 00 00	29.44
2011 09 02 00 00 00	29.59
2011 09 03 00 00 00	29.75
2011 09 04 00 00 00	29.23
2011 09 05 00 00 00	28.29
2011 09 06 00 00 00	29.12
2011 09 07 00 00 00	29.26
2011 09 08 00 00 00	29.46
2011 09 09 00 00 00	29.54
2011 09 10 00 00 00	29.04
2011 09 11 00 00 00	28.08
2011 09 12 00 00 00	27.98
2011 09 13 00 00 00	28.78
2011 09 14 00 00 00	29.24
2011 09 15 00 00 00	29.18
2011 09 16 00 00 00	29.15
2011 09 17 00 00 00	29.00
2011 09 18 00 00 00	29.13
2011 09 19 00 00 00	28.99
2011 09 20 00 00 00	29.28
2011 09 21 00 00 00	28.71
2011 09 22 00 00 00	28.83
2011 09 23 00 00 00	28.81
2011 09 24 00 00 00	28.83
2011 09 25 00 00 00	28.73
2011 09 26 00 00 00	28.14
2011 09 27 00 00 00	28.25
2011 09 28 00 00 00	28.31
2011 09 29 00 00 00	28.31
2011 09 30 00 00 00	28.42
2011 10 01 00 00 00	28.49
2011 10 02 00 00 00	28.30
2011 10 03 00 00 00	28.15
2011 10 04 00 00 00	28.15
2011 10 05 00 00 00	28.01
2011 10 06 00 00 00	27.90
2011 10 07 00 00 00	27.82
2011 10 08 00 00 00	27.78
2011 10 09 00 00 00	27.74
2011 10 10 00 00 00	27.21
2011 10 11 00 00 00	27.01
2011 10 12 00 00 00	27.05
2011 10 13 00 00 00	27.23
2011 10 14 00 00 00	27.35
2011 10 15 00 00 00	27.33
2011 10 16 00 00 00	27.23
2011 10 17 00 00 00	27.19
2011 10 18 00 00 00	27.09
2011 10 19 00 00 00	26.99
2011 10 20 00 00 00	26.91
2011 10 21 00 00 00	26.51
2011 10 22 00 00 00	26.16
2011 10 23 00 00 00	26.46
2011 10 24 00 00 00	26.25
2011 10 25 00 00 00	26.44
2011 10 26 00 00 00	26.43
2011 10 27 00 00 00	26.32
2011 10 28 00 00 00	26.19
2011 10 29 00 00 00	25.77
2011 10 30 00 00 00	25.69
2011 10 31 00 00 00	25.55
2011 11 01 00 00 00	25.55
2011 11 02 00 00 00	25.17
2011 11 03 00 00 00	25.07
2011 11 04 00 00 00	24.92
2011 11 05 00 00 00	24.95
2011 11 06 00 00 00	24.88
2011 11 07 00 00 00	24.81
2011 11 08 00 00 00	24.68
2011 11 09 00 00 00	24.26
2011 11 10 00 00 00	23.71
2011 11 11 00 00 00	23.42
2011 11 12 00 00 00	23.27
2011 11 13 00 00 00	21.72
2011 11 14 00 00 00	21.81
2011 11 15 00 00 00	22.36
2011 11 16 00 00 00	22.66
2011 11 17 00 00 00	22.58
2011 11 18 00 00 00	22.50
2011 11 19 00 00 00	22.36
2011 11 20 00 00 00	22.16
2011 11 21 00 00 00	22.17
2011 11 22 00 00 00	22.06
2011 11 23 00 00 00	22.04
2011 11 24 00 00 00	22.06
2011 11 25 00 00 00	22.08
2011 11 26 00 00 00	21.78
2011 11 27 00 00 00	21.43
2011 11 28 00 00 00	21.63
2011 11 29 00 00 00	21.58
2011 11 30 00 00 00	21.47
2011 12 01 00 00 00	21.41
2011 12 02 00 00 00	21.12
2011 12 03 00 00 00	21.06
2011 12 04 00 00 00	20.79
2011 12 05 00 00 00	20.52
2011 12 06 00 00 00	20.60
2011 12 07 00 00 00	20.51
2011 12 08 00 00 00	20.39
2011 12 09 00 00 00	20.20
2011 12 10 00 00 00	20.09
2011 12 11 00 00 00	20.45
2011 12 12 00 00 00	20.10
2011 12 13 00 00 00	20.26
2011 12 14 00 00 00	20.56
2011 12 15 00 00 00	20.46
2011 12 16 00 00 00	20.19
2011 12 17 00 00 00	20.24
2011 12 18 00 00 00	20.10
2011 12 19 00 00 00	20.06
2011 12 20 00 00 00	20.18
2011 12 21 00 00 00	20.06
2011 12 22 00 00 00	19.94
2011 12 23 00 00 00	20.02
2011 12 24 00 00 00	19.76
2011 12 25 00 00 00	19.53
2011 12 26 00 00 00	19.49
2011 12 27 00 00 00	19.79
2011 12 28 00 00 00	19.67
2011 12 29 00 00 00	19.51
2011 12 30 00 00 00	19.49
2011 12 31 00 00 00	19.34
2012 01 01 00 00 00	19.04
2012 01 02 00 00 00	18.89
2012 01 03 00 00 00	18.99
2012 01 04 00 00 00	19.27
2012 01 05 00 00 00	19.13
2012 01 06 00 00 00	18.88
2012 01 07 00 00 00	18.54
2012 01 08 00 00 00	18.66
2012 01 09 00 00 00	18.32
2012 01 10 00 00 00	18.18
2012 01 11 00 00 00	18.37
2012 01 12 00 00 00	17.99
2012 01 13 00 00 00	17.58
2012 01 14 00 00 00	17.74
2012 01 15 00 00 00	17.46
2012 01 16 00 00 00	17.52
2012 01 17 00 00 00	17.60
2012 01 18 00 00 00	17.80
2012 01 19 00 00 00	17.77
2012 01 20 00 00 00	17.66
2012 01 21 00 00 00	17.58
2012 01 22 00 00 00	17.60
2012 01 23 00 00 00	17.52
2012 01 24 00 00 00	17.68
2012 01 25 00 00 00	17.60
2012 01 26 00 00 00	17.76
2012 01 27 00 00 00	17.55
2012 01 28 00 00 00	17.32
2012 01 29 00 00 00	17.37
2012 01 30 00 00 00	17.42
2012 01 31 00 00 00	17.28
2012 02 01 00 00 00	17.19
2012 02 02 00 00 00	17.24
2012 02 03 00 00 00	17.25
2012 02 04 00 00 00	17.19
2012 02 05 00 00 00	16.68
2012 02 06 00 00 00	16.79
2012 02 07 00 00 00	16.73
2012 02 08 00 00 00	16.51
2012 02 09 00 00 00	16.60
2012 02 10 00 00 00	16.65
2012 02 11 00 00 00	16.67
2012 02 12 00 00 00	16.78
2012 02 13 00 00 00	16.85
2012 02 14 00 00 00	17.02
2012 02 15 00 00 00	17.18
2012 02 16 00 00 00	17.09
2012 02 17 00 00 00	16.80
2012 02 18 00 00 00	16.33
2012 02 19 00 00 00	16.07
2012 02 20 00 00 00	16.10
2012 02 21 00 00 00	16.27
2012 02 22 00 00 00	16.28
2012 02 23 00 00 00	16.20
2012 02 24 00 00 00	16.46
2012 02 25 00 00 00	16.62
2012 02 26 00 00 00	16.73
2012 02 27 00 00 00	16.85
2012 02 28 00 00 00	16.90
2012 02 29 00 00 00	16.61
2012 03 01 00 00 00	16.20
2012 03 02 00 00 00	15.84
2012 03 03 00 00 00	15.43
2012 03 04 00 00 00	15.63
2012 03 05 00 00 00	15.54
2012 03 06 00 00 00	15.82
2012 03 07 00 00 00	16.02
2012 03 08 00 00 00	15.94
2012 03 09 00 00 00	15.96
2012 03 10 00 00 00	15.96
2012 03 11 00 00 00	16.24
2012 03 12 00 00 00	16.37
2012 03 13 00 00 00	16.43
2012 03 14 00 00 00	16.64
2012 03 15 00 00 00	16.49
2012 03 16 00 00 00	16.44
2012 03 17 00 00 00	16.39
2012 03 18 00 00 00	16.26
2012 03 19 00 00 00	16.15
2012 03 20 00 00 00	15.99
2012 03 21 00 00 00	16.17
2012 03 22 00 00 00	16.32
2012 03 23 00 00 00	16.44
2012 03 24 00 00 00	16.32
2012 03 25 00 00 00	16.39
2012 03 26 00 00 00	16.62
2012 03 27 00 00 00	16.93
2012 03 28 00 00 00	17.34
2012 03 29 00 00 00	17.42
2012 03 30 00 00 00	17.56
2012 03 31 00 00 00	17.72
2012 04 01 00 00 00	17.68
2012 04 02 00 00 00	17.38
2012 04 03 00 00 00	17.26
2012 04 04 00 00 00	17.14
2012 04 05 00 00 00	17.04
2012 04 06 00 00 00	17.02
2012 04 07 00 00 00	16.93
2012 04 08 00 00 00	17.00
2012 04 09 00 00 00	17.56
2012 04 10 00 00 00	17.94
2012 04 11 00 00 00	18.07
2012 04 12 00 00 00	18.16
2012 04 13 00 00 00	18.21
2012 04 14 00 00 00	18.15
2012 04 15 00 00 00	18.18
2012 04 16 00 00 00	17.72
2012 04 17 00 00 00	18.24
2012 04 18 00 00 00	18.47
2012 04 19 00 00 00	19.13
2012 04 20 00 00 00	19.29
2012 04 21 00 00 00	19.59
2012 04 22 00 00 00	19.00
2012 04 23 00 00 00	19.08
2012 04 24 00 00 00	18.94
2012 04 25 00 00 00	18.82
2012 04 26 00 00 00	19.41
2012 04 27 00 00 00	19.80
2012 04 28 00 00 00	20.11
2012 04 29 00 00 00	19.81
2012 04 30 00 00 00	19.39
2012 05 01 00 00 00	19.15
2012 05 02 00 00 00	19.39
2012 05 03 00 00 00	20.24
2012 05 04 00 00 00	20.46
2012 05 05 00 00 00	20.34
2012 05 06 00 00 00	20.19
2012 05 07 00 00 00	19.82
2012 05 08 00 00 00	19.75
2012 05 09 00 00 00	19.00
2012 05 10 00 00 00	19.23
2012 05 11 00 00 00	19.80
2012 05 12 00 00 00	20.16
2012 05 13 00 00 00	20.71
2012 05 14 00 00 00	20.86
2012 05 15 00 00 00	21.74
2012 05 16 00 00 00	21.57
2012 05 17 00 00 00	21.03
2012 05 18 00 00 00	20.49
2012 05 19 00 00 00	19.82
2012 05 20 00 00 00	19.84
2012 05 21 00 00 00	20.37
2012 05 22 00 00 00	21.02
2012 05 23 00 00 00	21.97
2012 05 24 00 00 00	22.78
2012 05 25 00 00 00	22.74
2012 05 26 00 00 00	21.94
2012 05 27 00 00 00	21.70
2012 05 28 00 00 00	21.05
2012 05 29 00 00 00	19.82
2012 05 30 00 00 00	20.13
2012 05 31 00 00 00	20.66
2012 06 01 00 00 00	20.23
2012 06 02 00 00 00	19.29
2012 06 03 00 00 00	19.17
2012 06 04 00 00 00	18.57
2012 06 05 00 00 00	18.58
2012 06 06 00 00 00	18.90
2012 06 07 00 00 00	19.08
2012 06 08 00 00 00	19.22
2012 06 09 00 00 00	19.25
2012 06 10 00 00 00	19.31
2012 06 11 00 00 00	19.58
2012 06 12 00 00 00	20.01
2012 06 13 00 00 00	20.02
2012 06 14 00 00 00	20.20
2012 06 15 00 00 00	21.09
2012 06 16 00 00 00	22.21
2012 06 17 00 00 00	22.63
2012 06 18 00 00 00	22.94
2012 06 19 00 00 00	23.74
2012 06 20 00 00 00	24.96
2012 06 21 00 00 00	26.08
2012 06 22 00 00 00	26.39
2012 06 23 00 00 00	26.51
2012 06 24 00 00 00	26.46
2012 06 25 00 00 00	26.41
2012 06 26 00 00 00	27.40
2012 06 27 00 00 00	27.35
2012 06 28 00 00 00	27.95
2012 06 29 00 00 00	27.43
2012 06 30 00 00 00	27.29
2012 07 01 00 00 00	27.66
2012 07 02 00 00 00	27.86
2012 07 03 00 00 00	27.55
2012 07 04 00 00 00	28.07
2012 07 05 00 00 00	27.73
2012 07 06 00 00 00	28.19
2012 07 07 00 00 00	28.48
2012 07 08 00 00 00	28.49
2012 07 09 00 00 00	28.93
2012 07 10 00 00 00	28.20
2012 07 11 00 00 00	28.16
2012 07 12 00 00 00	28.10
2012 07 13 00 00 00	28.54
2012 07 14 00 00 00	28.85
2012 07 15 00 00 00	29.31
2012 07 16 00 00 00	29.02
2012 07 17 00 00 00	29.67
2012 07 18 00 00 00	29.10
2012 07 19 00 00 00	29.50
2012 07 20 00 00 00	29.33
2012 07 21 00 00 00	29.91
2012 07 22 00 00 00	30.27
2012 07 23 00 00 00	30.42
2012 07 24 00 00 00	30.21
2012 07 25 00 00 00	29.98
2012 07 26 00 00 00	30.32
2012 07 27 00 00 00	29.66
2012 07 28 00 00 00	30.00
2012 07 29 00 00 00	30.11
2012 07 30 00 00 00	30.65
2012 07 31 00 00 00	30.48
2012 08 01 00 00 00	29.54
2012 08 02 00 00 00	29.32
2012 08 03 00 00 00	29.70
2012 08 04 00 00 00	29.63
2012 08 05 00 00 00	30.04
2012 08 06 00 00 00	29.16
2012 08 07 00 00 00	29.79
2012 08 08 00 00 00	29.40
2012 08 09 00 00 00	29.52
2012 08 10 00 00 00	30.13
2012 08 11 00 00 00	30.12
2012 08 12 00 00 00	29.59
2012 08 13 00 00 00	30.20
2012 08 14 00 00 00	30.22
2012 08 15 00 00 00	29.61
2012 08 16 00 00 00	29.67
2012 08 17 00 00 00	30.43
2012 08 18 00 00 00	29.61
2012 08 19 00 00 00	29.84
2012 08 20 00 00 00	29.54
2012 08 21 00 00 00	30.07
2012 08 22 00 00 00	30.11
2012 08 23 00 00 00	30.30
2012 08 24 00 00 00	30.49
2012 08 25 00 00 00	29.76
2012 08 26 00 00 00	30.04
2012 08 27 00 00 00	29.85
2012 08 28 00 00 00	30.13
2012 08 29 00 00 00	30.37
2012 08 30 00 00 00	30.37
2012 08 31 00 00 00	30.50
2012 09 01 00 00 00	30.44
2012 09 02 00 00 00	30.63
2012 09 03 00 00 00	30.46
2012 09 04 00 00 00	30.32
2012 09 05 00 00 00	30.18
2012 09 06 00 00 00	30.03
2012 09 07 00 00 00	30.62
2012 09 08 00 00 00	30.81
2012 09 09 00 00 00	30.71
2012 09 10 00 00 00	30.57
2012 09 11 00 00 00	30.58
2012 09 12 00 00 00	30.39
2012 09 13 00 00 00	30.26
2012 09 14 00 00 00	29.71
2012 09 15 00 00 00	29.98
2012 09 16 00 00 00	28.91
2012 09 17 00 00 00	28.82
2012 09 18 00 00 00	28.94
2012 09 19 00 00 00	28.71
2012 09 20 00 00 00	27.77
2012 09 21 00 00 00	28.16
2012 09 22 00 00 00	29.14
2012 09 23 00 00 00	29.14
2012 09 24 00 00 00	29.21
2012 09 25 00 00 00	28.98
2012 09 26 00 00 00	28.89
2012 09 27 00 00 00	28.97
2012 09 28 00 00 00	28.87
2012 09 29 00 00 00	28.84
2012 09 30 00 00 00	28.22
2012 10 01 00 00 00	28.21
2012 10 02 00 00 00	28.24
2012 10 03 00 00 00	28.54
2012 10 04 00 00 00	28.54
2012 10 05 00 00 00	28.49
2012 10 06 00 00 00	28.48
2012 10 07 00 00 00	28.37
2012 10 08 00 00 00	28.26
2012 10 09 00 00 00	28.20
2012 10 10 00 00 00	28.19
2012 10 11 00 00 00	28.02
2012 10 12 00 00 00	27.88
2012 10 13 00 00 00	28.08
2012 10 14 00 00 00	27.56
2012 10 15 00 00 00	27.50
2012 10 16 00 00 00	27.38
2012 10 17 00 00 00	27.33
2012 10 18 00 00 00	26.98
2012 10 19 00 00 00	26.68
2012 10 20 00 00 00	26.74
2012 10 21 00 00 00	27.23
2012 10 22 00 00 00	27.27
2012 10 23 00 00 00	27.37
2012 10 24 00 00 00	27.31
2012 10 25 00 00 00	27.18
2012 10 26 00 00 00	26.94
2012 10 27 00 00 00	26.78
2012 10 28 00 00 00	26.81
2012 10 29 00 00 00	26.72
2012 10 30 00 00 00	26.62
2012 10 31 00 00 00	26.60
2012 11 01 00 00 00	26.49
2012 11 02 00 00 00	26.48
2012 11 03 00 00 00	26.44
2012 11 04 00 00 00	26.13
2012 11 05 00 00 00	24.97
2012 11 06 00 00 00	24.85
2012 11 07 00 00 00	23.57
2012 11 08 00 00 00	24.44
2012 11 09 00 00 00	24.94
2012 11 10 00 00 00	25.01
2012 11 11 00 00 00	24.91
2012 12 30 00 00 00	21.61
2012 12 31 00 00 00	21.36
2013 01 01 00 00 00	21.14
2013 01 02 00 00 00	21.30
2013 01 03 00 00 00	21.25
2013 01 04 00 00 00	21.27
2013 01 05 00 00 00	21.16
2013 01 06 00 00 00	20.83
2013 01 07 00 00 00	-1000.00
2013 01 08 00 00 00	-1000.00
2013 01 09 00 00 00	-1000.00
2013 01 10 00 00 00	-1000.00
2013 01 11 00 00 00	-1000.00
2013 01 12 00 00 00	-1000.00
